Designator,Mid X,Mid Y,Rotation,Layer
D721,81.2,-49.8,90.0,top
D722,84.2,-49.8,90.0,top
D723,87.2,-49.8,90.0,top
D724,90.2,-49.8,90.0,top
D725,93.2,-49.8,90.0,top
D726,96.2,-49.8,90.0,top
D727,99.2,-49.8,90.0,top
D728,102.2,-49.8,90.0,top
D729,81.2,-61.8,90.0,top
D73,33.2,1.2,90.0,top
D730,84.2,-61.8,90.0,top
D731,87.2,-61.8,90.0,top
D732,90.2,-61.8,90.0,top
D733,93.2,-61.8,90.0,top
D734,96.2,-61.8,90.0,top
D735,99.2,-61.8,90.0,top
D736,102.2,-61.8,90.0,top
D737,81.2,-64.8,90.0,top
D738,84.2,-64.8,90.0,top
D739,87.2,-64.8,90.0,top
D74,36.2,1.2,90.0,top
D740,90.2,-64.8,90.0,top
D741,93.2,-64.8,90.0,top
D742,96.2,-64.8,90.0,top
D743,99.2,-64.8,90.0,top
D744,102.2,-64.8,90.0,top
D745,81.2,-67.8,90.0,top
D746,84.2,-67.8,90.0,top
D747,87.200002,-67.8,90.0,top
D748,90.200001,-67.8,90.0,top
D749,93.200001,-67.8,90.0,top
D75,39.2,1.2,90.0,top
D750,96.200001,-67.8,90.0,top
D751,99.200002,-67.8,90.0,top
D752,102.2,-67.8,90.0,top
D753,81.2,-58.8,90.0,top
D754,84.2,-58.8,90.0,top
D755,87.2,-58.8,90.0,top
D756,90.2,-58.8,90.0,top
D757,93.2,-58.8,90.0,top
D758,96.2,-58.8,90.0,top
D759,99.2,-58.8,90.0,top
D76,42.2,1.2,90.0,top
D760,102.2,-58.8,90.0,top
D761,81.2,-55.8,90.0,top
D762,84.2,-55.8,90.0,top
D763,87.2,-55.8,90.0,top
D764,90.2,-55.8,90.0,top
D765,93.2,-55.8,90.0,top
D766,96.2,-55.8,90.0,top
D767,99.2,-55.8,90.0,top
D768,102.2,-55.8,90.0,top
D769,9.2,-76.8,90.0,top
D77,45.2,1.2,90.0,top
D770,12.2,-76.8,90.0,top
D771,15.2,-76.8,90.0,top
D772,18.2,-76.8,90.0,top
D773,21.2,-76.8,90.0,top
D774,24.2,-76.8,90.0,top
D775,27.2,-76.8,90.0,top
D776,30.2,-76.8,90.0,top
D777,9.2,-70.8,90.0,top
D778,12.2,-70.8,90.0,top
D779,15.2,-70.8,90.0,top
D78,48.2,1.2,90.0,top
D780,18.2,-70.8,90.0,top
D781,21.2,-70.8,90.0,top
D782,24.2,-70.8,90.0,top
D783,27.2,-70.8,90.0,top
D784,30.2,-70.8,90.0,top
D785,9.2,-73.8,90.0,top
D786,12.2,-73.8,90.0,top
D787,15.2,-73.8,90.0,top
D788,18.2,-73.8,90.0,top
D789,21.2,-73.8,90.0,top
D79,51.2,1.2,90.0,top
D790,24.2,-73.8,90.0,top
D791,27.2,-73.8,90.0,top
D792,30.2,-73.8,90.0,top
D793,9.2,-85.8,90.0,top
D794,12.2,-85.8,90.0,top
D795,15.2,-85.8,90.0,top
D796,18.2,-85.8,90.0,top
D797,21.2,-85.8,90.0,top
D798,24.2,-85.8,90.0,top
D799,27.2,-85.8,90.0,top
D8,30.2,-4.8,90.0,top
D80,54.2,1.2,90.0,top
D800,30.2,-85.8,90.0,top
D801,9.2,-88.8,90.0,top
D802,12.2,-88.8,90.0,top
D803,15.2,-88.8,90.0,top
D804,18.2,-88.8,90.0,top
D805,21.2,-88.8,90.0,top
D806,24.2,-88.8,90.0,top
D807,27.2,-88.8,90.0,top
D808,30.2,-88.8,90.0,top
D809,9.2,-91.8,90.0,top
D81,33.2,-1.8,90.0,top
D810,12.2,-91.8,90.0,top
D811,15.200002,-91.8,90.0,top
D812,18.200001,-91.8,90.0,top
D813,21.200001,-91.8,90.0,top
D814,24.200001,-91.8,90.0,top
D815,27.200002,-91.8,90.0,top
D816,30.2,-91.8,90.0,top
D817,9.2,-82.8,90.0,top
D818,12.2,-82.8,90.0,top
D819,15.2,-82.8,90.0,top
D82,36.2,-1.8,90.0,top
D820,18.2,-82.8,90.0,top
D821,21.2,-82.8,90.0,top
D822,24.2,-82.8,90.0,top
D823,27.2,-82.8,90.0,top
D824,30.2,-82.8,90.0,top
D825,9.2,-79.8,90.0,top
D826,12.2,-79.8,90.0,top
D827,15.2,-79.8,90.0,top
D828,18.2,-79.8,90.0,top
D829,21.2,-79.8,90.0,top
D83,39.2,-1.8,90.0,top
D830,24.2,-79.8,90.0,top
D831,27.2,-79.8,90.0,top
D832,30.2,-79.8,90.0,top
D833,33.2,-76.8,90.0,top
D834,36.2,-76.8,90.0,top
D835,39.2,-76.8,90.0,top
D836,42.2,-76.8,90.0,top
D837,45.2,-76.8,90.0,top
D838,48.2,-76.8,90.0,top
D839,51.2,-76.8,90.0,top
D84,42.2,-1.8,90.0,top
D840,54.2,-76.8,90.0,top
D841,33.2,-70.8,90.0,top
D842,36.2,-70.8,90.0,top
D843,39.2,-70.8,90.0,top
D844,42.2,-70.8,90.0,top
D845,45.2,-70.8,90.0,top
D846,48.2,-70.8,90.0,top
D847,51.2,-70.8,90.0,top
D848,54.2,-70.8,90.0,top
D849,33.2,-73.8,90.0,top
D85,45.2,-1.8,90.0,top
D850,36.2,-73.8,90.0,top
D851,39.2,-73.8,90.0,top
D852,42.2,-73.8,90.0,top
D853,45.2,-73.8,90.0,top
D854,48.2,-73.8,90.0,top
D855,51.2,-73.8,90.0,top
D856,54.2,-73.8,90.0,top
D857,33.2,-85.8,90.0,top
D858,36.2,-85.8,90.0,top
D859,39.2,-85.8,90.0,top
D86,48.2,-1.8,90.0,top
D860,42.2,-85.8,90.0,top
D861,45.2,-85.8,90.0,top
D862,48.2,-85.8,90.0,top
D863,51.2,-85.8,90.0,top
D864,54.2,-85.8,90.0,top
D865,33.2,-88.8,90.0,top
D866,36.2,-88.8,90.0,top
D867,39.2,-88.8,90.0,top
D868,42.2,-88.8,90.0,top
D869,45.2,-88.8,90.0,top
D87,51.2,-1.8,90.0,top
D870,48.2,-88.8,90.0,top
D871,51.2,-88.8,90.0,top
D872,54.2,-88.8,90.0,top
D873,33.2,-91.8,90.0,top
D874,36.2,-91.8,90.0,top
D875,39.200002,-91.8,90.0,top
D876,42.200001,-91.8,90.0,top
D877,45.200001,-91.8,90.0,top
D878,48.200001,-91.8,90.0,top
D879,51.200002,-91.8,90.0,top
D88,54.2,-1.8,90.0,top
D880,54.2,-91.8,90.0,top
D881,33.2,-82.8,90.0,top
D882,36.2,-82.8,90.0,top
D883,39.2,-82.8,90.0,top
D884,42.2,-82.8,90.0,top
D885,45.2,-82.8,90.0,top
D886,48.2,-82.8,90.0,top
D887,51.2,-82.8,90.0,top
D888,54.2,-82.8,90.0,top
D889,33.2,-79.8,90.0,top
D89,33.2,-13.8,90.0,top
D890,36.2,-79.8,90.0,top
D891,39.2,-79.8,90.0,top
D892,42.2,-79.8,90.0,top
D893,45.2,-79.8,90.0,top
D894,48.2,-79.8,90.0,top
D895,51.2,-79.8,90.0,top
D896,54.2,-79.8,90.0,top
D897,57.2,-76.8,90.0,top
D898,60.2,-76.8,90.0,top
D899,63.2,-76.8,90.0,top
D9,9.2,1.2,90.0,top
D90,36.2,-13.8,90.0,top
D900,66.2,-76.8,90.0,top
D901,69.2,-76.8,90.0,top
D902,72.2,-76.8,90.0,top
D903,75.2,-76.8,90.0,top
D904,78.2,-76.8,90.0,top
D905,57.2,-70.8,90.0,top
D906,60.2,-70.8,90.0,top
D907,63.2,-70.8,90.0,top
D908,66.2,-70.8,90.0,top
D909,69.2,-70.8,90.0,top
D91,39.2,-13.8,90.0,top
D910,72.2,-70.8,90.0,top
D911,75.2,-70.8,90.0,top
D912,78.2,-70.8,90.0,top
D913,57.2,-73.8,90.0,top
D914,60.2,-73.8,90.0,top
D915,63.2,-73.8,90.0,top
D916,66.2,-73.8,90.0,top
D917,69.2,-73.8,90.0,top
D918,72.2,-73.8,90.0,top
D919,75.2,-73.8,90.0,top
D92,42.2,-13.8,90.0,top
D920,78.2,-73.8,90.0,top
D921,57.2,-85.8,90.0,top
D922,60.2,-85.8,90.0,top
D923,63.2,-85.8,90.0,top
D924,66.2,-85.8,90.0,top
D925,69.2,-85.8,90.0,top
D926,72.2,-85.8,90.0,top
D927,75.2,-85.8,90.0,top
D928,78.2,-85.8,90.0,top
D929,57.2,-88.8,90.0,top
D93,45.2,-13.8,90.0,top
D930,60.2,-88.8,90.0,top
D931,63.2,-88.8,90.0,top
D932,66.2,-88.8,90.0,top
D933,69.2,-88.8,90.0,top
D934,72.2,-88.8,90.0,top
D935,75.2,-88.8,90.0,top
D936,78.2,-88.8,90.0,top
D937,57.2,-91.8,90.0,top
D938,60.2,-91.8,90.0,top
D939,63.200002,-91.8,90.0,top
D94,48.2,-13.8,90.0,top
D940,66.200001,-91.8,90.0,top
D941,69.200001,-91.8,90.0,top
D942,72.200001,-91.8,90.0,top
D943,75.200002,-91.8,90.0,top
D944,78.2,-91.8,90.0,top
D945,57.2,-82.8,90.0,top
D946,60.2,-82.8,90.0,top
D947,63.2,-82.8,90.0,top
D948,66.2,-82.8,90.0,top
D949,69.2,-82.8,90.0,top
D95,51.2,-13.8,90.0,top
D950,72.2,-82.8,90.0,top
D951,75.2,-82.8,90.0,top
D952,78.2,-82.8,90.0,top
D953,57.2,-79.8,90.0,top
D954,60.2,-79.8,90.0,top
D955,63.2,-79.8,90.0,top
D956,66.2,-79.8,90.0,top
D957,69.2,-79.8,90.0,top
D958,72.2,-79.8,90.0,top
D959,75.2,-79.8,90.0,top
D96,54.2,-13.8,90.0,top
D960,78.2,-79.8,90.0,top
D961,81.2,-76.8,90.0,top
D962,84.2,-76.8,90.0,top
D963,87.2,-76.8,90.0,top
D964,90.2,-76.8,90.0,top
D965,93.2,-76.8,90.0,top
D966,96.2,-76.8,90.0,top
D967,99.2,-76.8,90.0,top
D968,102.2,-76.8,90.0,top
D969,81.2,-70.8,90.0,top
D97,33.2,-16.8,90.0,top
D970,84.2,-70.8,90.0,top
D971,87.2,-70.8,90.0,top
D972,90.2,-70.8,90.0,top
D973,93.2,-70.8,90.0,top
D974,96.2,-70.8,90.0,top
D975,99.2,-70.8,90.0,top
D976,102.2,-70.8,90.0,top
D977,81.2,-73.8,90.0,top
D978,84.2,-73.8,90.0,top
D979,87.2,-73.8,90.0,top
D98,36.2,-16.8,90.0,top
D980,90.2,-73.8,90.0,top
D981,93.2,-73.8,90.0,top
D982,96.2,-73.8,90.0,top
D983,99.2,-73.8,90.0,top
D984,102.2,-73.8,90.0,top
D985,81.2,-85.8,90.0,top
D986,84.2,-85.8,90.0,top
D987,87.2,-85.8,90.0,top
D988,90.2,-85.8,90.0,top
D989,93.2,-85.8,90.0,top
D99,39.2,-16.8,90.0,top
D990,96.2,-85.8,90.0,top
D991,99.2,-85.8,90.0,top
D992,102.2,-85.8,90.0,top
D993,81.2,-88.8,90.0,top
D994,84.2,-88.8,90.0,top
D995,87.2,-88.8,90.0,top
D996,90.2,-88.8,90.0,top
D997,93.2,-88.8,90.0,top
D998,96.2,-88.8,90.0,top
D999,99.2,-88.8,90.0,top
J1,-9.2,-90.29,0.0,top
L1,-10.6,-67.2,180.0,top
L2,-7.393515,-83.153831,180.0,top
L3,-9.6,-79.8,90.0,top
LED1,-13.6,-79.3,0.0,top
Q1,-5.7,-19.0,180.0,top
Q2,-5.7,-22.4,180.0,top
Q3,-5.7,-25.8,180.0,top
Q4,-5.7,-29.2,180.0,top
Q5,-5.7,-32.6,180.0,top
Q6,-5.7,-36.0,180.0,top
Q7,-5.7,-39.4,180.0,top
Q8,-5.7,-42.8,180.0,top
R1,-6.6,-78.6,0.0,top
R10,6.2,-88.2,0.0,top
R100,105.799999,-56.4,180.0,top
R101,105.799999,-57.4,180.0,top
R102,105.799999,-58.4,180.0,top
R103,105.799999,-59.4,180.0,top
R104,105.8,-60.4,180.0,top
R105,105.8,-61.4,180.0,top
R106,105.8,-62.4,180.0,top
R107,105.799999,-63.4,180.0,top
R108,4.8,-86.4,0.0,top
R109,4.8,-85.4,0.0,top
R11,6.2,-89.2,0.0,top
R110,4.8,-84.4,0.0,top
R111,4.8,-83.4,0.0,top
R112,4.8,-82.4,0.0,top
R113,4.8,-81.4,0.0,top
R114,4.8,-80.4,0.0,top
R115,4.8,-79.4,0.0,top
R116,4.8,-76.0,0.0,top
R117,4.8,-75.0,0.0,top
R118,4.8,-74.0,0.0,top
R119,4.8,-73.0,0.0,top
R12,4.8,-23.8,0.0,top
R120,4.8,-72.0,0.0,top
R121,4.8,-71.0,0.0,top
R122,4.8,-70.0,0.0,top
R123,4.8,-69.0,0.0,top
R124,105.8,-66.8,180.0,top
R125,105.8,-67.8,180.0,top
R126,105.799999,-68.8,180.0,top
R127,105.799999,-69.8,180.0,top
R128,105.8,-70.8,180.0,top
R129,105.799999,-71.8,180.0,top
R13,4.8,-22.8,0.0,top
R130,105.8,-72.8,180.0,top
R131,105.799999,-73.8,180.0,top
R132,105.8,-77.2,180.0,top
R133,105.8,-78.2,180.0,top
R134,105.8,-79.2,180.0,top
R135,105.800001,-80.2,180.0,top
R136,105.8,-81.2,180.0,top
R137,105.800001,-82.2,180.0,top
R138,105.8,-83.2,180.0,top
R139,105.799999,-84.2,180.0,top
R14,4.8,-21.8,0.0,top
R15,4.8,-20.8,0.0,top
R16,4.8,-19.8,0.0,top
R17,4.8,-18.8,0.0,top
R18,4.8,-17.8,0.0,top
R19,4.8,-16.8,0.0,top
R2,-4.7,-67.7,180.0,top
R20,4.8,-13.4,0.0,top
R21,4.8,-12.4,0.0,top
R22,4.8,-11.4,0.0,top
R23,4.8,-10.4,0.0,top
R24,4.8,-9.4,0.0,top
R25,4.8,-8.4,0.0,top
R26,4.8,-7.4,0.0,top
R27,4.8,-6.4,0.0,top
R28,105.8,-4.2,180.0,top
R29,105.8,-5.2,180.0,top
R3,-4.675811,-79.6,0.0,top
R30,105.8,-6.2,180.0,top
R31,105.8,-7.2,180.0,top
R32,105.8,-8.2,180.0,top
R33,105.799999,-9.2,180.0,top
R34,105.799999,-10.2,180.0,top
R35,105.799999,-11.2,180.0,top
R36,105.8,-14.6,180.0,top
R37,105.8,-15.6,180.0,top
R38,105.8,-16.6,180.0,top
R39,105.8,-17.6,180.0,top
R4,-6.6,-68.8,180.0,top
R40,105.8,-18.6,180.0,top
R41,105.8,-19.6,180.0,top
R42,105.8,-20.6,180.0,top
R43,105.8,-21.6,180.0,top
R44,4.8,-44.6,0.0,top
R45,4.8,-43.6,0.0,top
R46,4.8,-42.6,0.0,top
R47,4.8,-41.6,0.0,top
R48,4.8,-40.6,0.0,top
R49,4.8,-39.6,0.0,top
R5,-6.6,-67.7,180.0,top
R50,4.8,-38.6,0.0,top
R51,4.8,-37.6,0.0,top
R52,4.8,-34.2,0.0,top
R53,4.8,-33.2,0.0,top
R54,4.8,-32.2,0.0,top
R55,4.8,-31.2,0.0,top
R56,4.8,-30.2,0.0,top
R57,4.8,-29.2,0.0,top
R58,4.8,-28.2,0.0,top
R59,4.8,-27.2,0.0,top
R6,-5.3,-59.2,270.0,top
R60,105.8,-25.0,180.0,top
R61,105.8,-26.0,180.0,top
R62,105.8,-27.0,180.0,top
R63,105.8,-28.0,180.0,top
R64,105.8,-29.0,180.0,top
R65,105.799999,-30.0,180.0,top
R66,105.8,-31.0,180.0,top
R67,105.8,-32.0,180.0,top
R68,105.8,-35.4,180.0,top
R69,105.799999,-36.4,180.0,top
R7,-14.51,-81.3,0.0,top
R70,105.8,-37.4,180.0,top
R71,105.799999,-38.4,180.0,top
R72,105.8,-39.4,180.0,top
R73,105.799999,-40.4,180.0,top
R74,105.8,-41.4,180.0,top
R75,105.799999,-42.4,180.0,top
R76,4.8,-65.6,0.0,top
R77,4.8,-64.6,0.0,top
R78,4.8,-63.6,0.0,top
R79,4.8,-62.6,0.0,top
R8,-4.2,-50.1,270.0,top
R80,4.8,-61.6,0.0,top
R81,4.8,-60.6,0.0,top
R82,4.8,-59.6,0.0,top
R83,4.8,-58.6,0.0,top
R84,4.8,-55.2,0.0,top
R85,4.8,-54.2,0.0,top
R86,4.8,-53.2,0.0,top
R87,4.8,-52.2,0.0,top
R88,4.8,-51.2,0.0,top
R89,4.8,-50.2,0.0,top
R9,-11.6,-79.3,90.0,top
R90,4.8,-49.2,0.0,top
R91,4.8,-48.2,0.0,top
R92,105.799999,-46.0,180.0,top
R93,105.799999,-47.0,180.0,top
R94,105.799999,-48.0,180.0,top
R95,105.799999,-49.0,180.0,top
R96,105.8,-50.0,180.0,top
R97,105.8,-51.0,180.0,top
R98,105.8,-52.0,180.0,top
R99,105.8,-53.0,180.0,top
SK1,-11.1,-73.3,270.0,top
U1,-6.6,-74.0,0.0,top
U10,110.6,-29.6,270.0,top
U11,110.6,-40.0,270.0,top
U12,0.0,-61.0,90.0,top
U13,0.0,-50.6,90.0,top
U14,110.6,-50.6,270.0,top
U15,110.6,-61.0,270.0,top
U16,0.0,-81.8,90.0,top
U17,0.0,-71.4,90.0,top
U18,110.6,-71.4,270.0,top
U19,110.6,-81.8,270.0,top
U2,-9.6,-54.8,135.0,top
U3,-12.6,-83.6,180.0,top
U4,0.0,-19.2,90.0,top
U5,0.0,-8.8,90.0,top
U6,110.6,-8.8,270.0,top
U7,110.6,-19.2,270.0,top
U8,0.0,-40.0,90.0,top
U9,0.0,-29.6,90.0,top
Y1,-6.1,-47.2,180.0,top
